Series_reference,Period,Data_value,Suppressed,UNITS,Magnitude,Subject,Group,Series_title_1,Series_title_2,Series_title_3
4,2012.12,73075.8709314224,0,1,6,0,0,2,17,1
1,2017.12,73075.8709314224,0,1,6,0,0,2,2,2
53,2019.06,73075.8709314224,0,1,6,0,1,2,29,2
21,2020.09,73075.8709314224,0,1,6,0,0,2,11,2
22,2019.06,73075.8709314224,0,1,6,0,0,2,26,1
49,2013.09,73075.8709314224,0,1,6,0,1,2,12,2
40,2018.03,73075.8709314224,0,1,6,0,1,2,21,1
19,2011.09,73075.8709314224,0,1,6,0,0,2,15,2
39,2020.06,73075.8709314224,0,1,6,0,0,2,31,2
30,2016.12,73075.8709314224,0,1,6,0,0,2,9,1
47,2019.09,73075.8709314224,0,1,6,0,1,2,6,2
5,2020.03,73075.8709314224,0,1,6,0,0,2,17,2
52,2014.03,73075.8709314224,0,1,6,0,1,2,29,1
28,2011.09,73075.8709314224,0,1,6,0,0,2,25,1
64,2016.06,73075.8709314224,0,1,6,0,1,2,35,1
33,2016.06,73075.8709314224,0,1,6,0,0,2,14,2
60,2019.06,73075.8709314224,0,1,6,0,1,2,20,1
25,2018.09,73075.8709314224,0,1,6,0,0,2,24,2
21,2015.09,73075.8709314224,0,1,6,0,0,2,11,2
35,2018.06,73075.8709314224,0,1,6,0,0,2,4,2
9,2017.03,73075.8709314224,0,1,6,0,0,2,8,2
60,2011.06,73075.8709314224,0,1,6,0,1,2,20,1
50,2016.12,73075.8709314224,0,1,6,0,1,2,13,1
52,2019.03,73075.8709314224,0,1,6,0,1,2,29,1
41,2016.12,73075.8709314224,0,1,6,0,1,2,21,2
48,2018.06,73075.8709314224,0,1,6,0,1,2,12,1
19,2013.12,73075.8709314224,0,1,6,0,0,2,15,2
2,2016.09,73075.8709314224,0,1,6,0,0,2,19,1
39,2018.09,73075.8709314224,0,1,6,0,0,2,31,2
22,2013.06,73075.8709314224,0,1,6,0,0,2,26,1
50,2019.09,73075.8709314224,0,1,6,0,1,2,13,1
30,2017.09,73075.8709314224,0,1,6,0,0,2,9,1
13,2016.12,73075.8709314224,0,1,6,0,0,2,27,2
16,2014.06,73075.8709314224,0,1,6,0,0,2,32,1
4,2018.09,73075.8709314224,0,1,6,0,0,2,17,1
27,2016.06,73075.8709314224,0,1,6,0,0,2,1,2
32,2017.03,73075.8709314224,0,1,6,0,0,2,14,1
23,2019.12,73075.8709314224,0,1,6,0,0,2,26,2
39,2015.12,73075.8709314224,0,1,6,0,0,2,31,2
74,2017.03,73075.8709314224,0,0,0,0,2,1,3,0
32,2015.03,73075.8709314224,0,1,6,0,0,2,14,1
46,2012.12,73075.8709314224,0,1,6,0,1,2,6,1
15,2016.12,73075.8709314224,0,1,6,0,0,2,0,2
53,2016.06,73075.8709314224,0,1,6,0,1,2,29,2
3,2019.12,73075.8709314224,0,1,6,0,0,2,19,2
70,2014.12,73075.8709314224,0,1,6,0,1,2,28,1
51,2018.09,73075.8709314224,0,1,6,0,1,2,13,2
18,2018.09,73075.8709314224,0,1,6,0,0,2,15,1
31,2011.12,73075.8709314224,0,1,6,0,0,2,9,2
63,2013.12,73075.8709314224,0,1,6,0,1,2,18,2
66,2014.06,73075.8709314224,0,1,6,0,1,2,7,1
0,2017.03,73075.8709314224,0,1,6,0,0,2,2,1
68,2014.03,73075.8709314224,0,1,6,0,1,2,22,1
4,2011.12,73075.8709314224,0,1,6,0,0,2,17,1
22,2012.03,73075.8709314224,0,1,6,0,0,2,26,1
23,2012.09,73075.8709314224,0,1,6,0,0,2,26,2
33,2013.06,73075.8709314224,0,1,6,0,0,2,14,2
54,2017.12,73075.8709314224,0,1,6,0,1,2,16,1
11,2015.03,73075.8709314224,0,1,6,0,0,2,36,2
71,2014.12,73075.8709314224,0,1,6,0,1,2,28,2
65,2020.06,73075.8709314224,0,1,6,0,1,2,35,2
23,2017.12,73075.8709314224,0,1,6,0,0,2,26,2
67,2013.09,73075.8709314224,0,1,6,0,1,2,7,2
7,2020.12,73075.8709314224,0,1,6,0,0,2,10,2
14,2011.12,73075.8709314224,0,1,6,0,0,2,0,1
54,2014.12,73075.8709314224,0,1,6,0,1,2,16,1
33,2018.12,73075.8709314224,0,1,6,0,0,2,14,2
7,2019.09,73075.8709314224,0,1,6,0,0,2,10,2
7,2014.12,73075.8709314224,0,1,6,0,0,2,10,2
17,2019.03,73075.8709314224,0,1,6,0,0,2,32,2
7,2020.03,73075.8709314224,0,1,6,0,0,2,10,2
56,2020.03,73075.8709314224,0,1,6,0,1,2,34,1
19,2013.06,73075.8709314224,0,1,6,0,0,2,15,2
56,2015.09,73075.8709314224,0,1,6,0,1,2,34,1
23,2014.03,73075.8709314224,0,1,6,0,0,2,26,2
48,2018.12,73075.8709314224,0,1,6,0,1,2,12,1
57,2018.09,73075.8709314224,0,1,6,0,1,2,34,2
45,2019.09,73075.8709314224,0,1,6,0,1,2,33,2
71,2017.09,73075.8709314224,0,1,6,0,1,2,28,2
24,2019.12,73075.8709314224,0,1,6,0,0,2,24,1
0,2014.09,73075.8709314224,0,1,6,0,0,2,2,1
22,2015.03,73075.8709314224,0,1,6,0,0,2,26,1
20,2018.06,73075.8709314224,0,1,6,0,0,2,11,1
13,2013.03,73075.8709314224,0,1,6,0,0,2,27,2
58,2016.12,73075.8709314224,0,1,6,0,1,2,30,1
10,2016.03,73075.8709314224,0,1,6,0,0,2,36,1
31,2017.09,73075.8709314224,0,1,6,0,0,2,9,2
54,2019.06,73075.8709314224,0,1,6,0,1,2,16,1
66,2015.09,73075.8709314224,0,1,6,0,1,2,7,1
69,2014.03,73075.8709314224,0,1,6,0,1,2,22,2
66,2016.06,73075.8709314224,0,1,6,0,1,2,7,1
9,2019.03,73075.8709314224,0,1,6,0,0,2,8,2
36,2015.09,73075.8709314224,0,1,6,0,0,2,23,1
53,2012.06,73075.8709314224,0,1,6,0,1,2,29,2
31,2015.09,73075.8709314224,0,1,6,0,0,2,9,2
14,2012.12,73075.8709314224,0,1,6,0,0,2,0,1
5,2018.03,73075.8709314224,0,1,6,0,0,2,17,2
28,2012.06,73075.8709314224,0,1,6,0,0,2,25,1
63,2012.09,73075.8709314224,0,1,6,0,1,2,18,2
0,2013.06,73075.8709314224,0,1,6,0,0,2,2,1
39,2013.09,73075.8709314224,0,1,6,0,0,2,31,2
8,2012.06,73075.8709314224,0,1,6,0,0,2,8,1
10,2020.09,73075.8709314224,0,1,6,0,0,2,36,1
30,2020.09,73075.8709314224,0,1,6,0,0,2,9,1
2,2018.03,73075.8709314224,0,1,6,0,0,2,19,1
38,2017.06,73075.8709314224,0,1,6,0,0,2,31,1
69,2014.12,73075.8709314224,0,1,6,0,1,2,22,2
3,2012.06,73075.8709314224,0,1,6,0,0,2,19,2
51,2017.06,73075.8709314224,0,1,6,0,1,2,13,2
69,2017.06,73075.8709314224,0,1,6,0,1,2,22,2
43,2019.12,73075.8709314224,0,1,6,0,1,2,5,2
59,2017.06,73075.8709314224,0,1,6,0,1,2,30,2
2,2020.09,73075.8709314224,0,1,6,0,0,2,19,1
32,2017.06,73075.8709314224,0,1,6,0,0,2,14,1
57,2016.12,73075.8709314224,0,1,6,0,1,2,34,2
51,2018.12,73075.8709314224,0,1,6,0,1,2,13,2
68,2011.09,73075.8709314224,0,1,6,0,1,2,22,1
71,2017.03,73075.8709314224,0,1,6,0,1,2,28,2
66,2012.09,73075.8709314224,0,1,6,0,1,2,7,1
41,2015.03,73075.8709314224,0,1,6,0,1,2,21,2
17,2013.09,73075.8709314224,0,1,6,0,0,2,32,2
37,2013.12,73075.8709314224,0,1,6,0,0,2,23,2
71,2020.06,73075.8709314224,0,1,6,0,1,2,28,2
15,2012.12,73075.8709314224,0,1,6,0,0,2,0,2
32,2016.09,73075.8709314224,0,1,6,0,0,2,14,1
22,2018.12,73075.8709314224,0,1,6,0,0,2,26,1
40,2015.03,73075.8709314224,0,1,6,0,1,2,21,1
31,2018.06,73075.8709314224,0,1,6,0,0,2,9,2
51,2020.09,73075.8709314224,0,1,6,0,1,2,13,2
5,2015.12,73075.8709314224,0,1,6,0,0,2,17,2
46,2014.12,73075.8709314224,0,1,6,0,1,2,6,1
38,2016.06,73075.8709314224,0,1,6,0,0,2,31,1
20,2016.06,73075.8709314224,0,1,6,0,0,2,11,1
60,2013.09,73075.8709314224,0,1,6,0,1,2,20,1
35,2013.12,73075.8709314224,0,1,6,0,0,2,4,2
55,2014.06,73075.8709314224,0,1,6,0,1,2,16,2
64,2017.09,73075.8709314224,0,1,6,0,1,2,35,1
70,2016.06,73075.8709314224,0,1,6,0,1,2,28,1
7,2011.06,73075.8709314224,0,1,6,0,0,2,10,2
1,2019.06,73075.8709314224,0,1,6,0,0,2,2,2
41,2013.09,73075.8709314224,0,1,6,0,1,2,21,2
27,2019.12,73075.8709314224,0,1,6,0,0,2,1,2
10,2012.06,73075.8709314224,0,1,6,0,0,2,36,1
14,2020.09,73075.8709314224,0,1,6,0,0,2,0,1
45,2016.09,73075.8709314224,0,1,6,0,1,2,33,2
45,2018.09,73075.8709314224,0,1,6,0,1,2,33,2
12,2019.06,73075.8709314224,0,1,6,0,0,2,27,1
46,2016.09,73075.8709314224,0,1,6,0,1,2,6,1
53,2020.03,73075.8709314224,0,1,6,0,1,2,29,2
74,2013.12,73075.8709314224,0,0,0,0,2,1,3,0
66,2017.03,73075.8709314224,0,1,6,0,1,2,7,1
55,2016.03,73075.8709314224,0,1,6,0,1,2,16,2
40,2012.09,73075.8709314224,0,1,6,0,1,2,21,1
5,2013.12,73075.8709314224,0,1,6,0,0,2,17,2
18,2019.03,73075.8709314224,0,1,6,0,0,2,15,1
13,2016.03,73075.8709314224,0,1,6,0,0,2,27,2
31,2020.03,73075.8709314224,0,1,6,0,0,2,9,2
23,2011.09,73075.8709314224,0,1,6,0,0,2,26,2
9,2017.12,73075.8709314224,0,1,6,0,0,2,8,2
39,2019.06,73075.8709314224,0,1,6,0,0,2,31,2
65,2012.06,73075.8709314224,0,1,6,0,1,2,35,2
62,2017.09,73075.8709314224,0,1,6,0,1,2,18,1
9,2020.03,73075.8709314224,0,1,6,0,0,2,8,2
5,2012.03,73075.8709314224,0,1,6,0,0,2,17,2
26,2020.06,73075.8709314224,0,1,6,0,0,2,1,1
15,2012.09,73075.8709314224,0,1,6,0,0,2,0,2
13,2014.06,73075.8709314224,0,1,6,0,0,2,27,2
47,2011.06,73075.8709314224,0,1,6,0,1,2,6,2
11,2011.06,73075.8709314224,0,1,6,0,0,2,36,2
27,2018.12,73075.8709314224,0,1,6,0,0,2,1,2
5,2014.06,73075.8709314224,0,1,6,0,0,2,17,2
12,2017.03,73075.8709314224,0,1,6,0,0,2,27,1
70,2018.09,73075.8709314224,0,1,6,0,1,2,28,1
20,2014.06,73075.8709314224,0,1,6,0,0,2,11,1
46,2017.06,73075.8709314224,0,1,6,0,1,2,6,1
30,2015.06,73075.8709314224,0,1,6,0,0,2,9,1
30,2015.03,73075.8709314224,0,1,6,0,0,2,9,1
57,2013.12,73075.8709314224,0,1,6,0,1,2,34,2
31,2012.06,73075.8709314224,0,1,6,0,0,2,9,2
2,2012.09,73075.8709314224,0,1,6,0,0,2,19,1
57,2015.12,73075.8709314224,0,1,6,0,1,2,34,2
58,2013.09,73075.8709314224,0,1,6,0,1,2,30,1
0,2016.06,73075.8709314224,0,1,6,0,0,2,2,1
32,2012.09,73075.8709314224,0,1,6,0,0,2,14,1
36,2012.12,73075.8709314224,0,1,6,0,0,2,23,1
44,2019.03,73075.8709314224,0,1,6,0,1,2,33,1
65,2015.03,73075.8709314224,0,1,6,0,1,2,35,2
44,2018.12,73075.8709314224,0,1,6,0,1,2,33,1
24,2020.09,73075.8709314224,0,1,6,0,0,2,24,1
67,2019.06,73075.8709314224,0,1,6,0,1,2,7,2
22,2017.09,73075.8709314224,0,1,6,0,0,2,26,1
28,2012.12,73075.8709314224,0,1,6,0,0,2,25,1
48,2017.06,73075.8709314224,0,1,6,0,1,2,12,1
55,2012.12,73075.8709314224,0,1,6,0,1,2,16,2
22,2018.06,73075.8709314224,0,1,6,0,0,2,26,1
69,2011.12,73075.8709314224,0,1,6,0,1,2,22,2
60,2013.03,73075.8709314224,0,1,6,0,1,2,20,1
35,2011.09,73075.8709314224,0,1,6,0,0,2,4,2
61,2016.12,73075.8709314224,0,1,6,0,1,2,20,2
55,2014.12,73075.8709314224,0,1,6,0,1,2,16,2
64,2014.06,73075.8709314224,0,1,6,0,1,2,35,1
11,2018.09,73075.8709314224,0,1,6,0,0,2,36,2
65,2019.03,73075.8709314224,0,1,6,0,1,2,35,2
2,2011.06,73075.8709314224,0,1,6,0,0,2,19,1
70,2019.03,73075.8709314224,0,1,6,0,1,2,28,1
27,2012.03,73075.8709314224,0,1,6,0,0,2,1,2
23,2013.09,73075.8709314224,0,1,6,0,0,2,26,2
52,2012.03,73075.8709314224,0,1,6,0,1,2,29,1
54,2014.06,73075.8709314224,0,1,6,0,1,2,16,1
65,2015.12,73075.8709314224,0,1,6,0,1,2,35,2
9,2018.09,73075.8709314224,0,1,6,0,0,2,8,2
48,2011.06,73075.8709314224,0,1,6,0,1,2,12,1
45,2014.03,73075.8709314224,0,1,6,0,1,2,33,2
18,2014.09,73075.8709314224,0,1,6,0,0,2,15,1
44,2013.09,73075.8709314224,0,1,6,0,1,2,33,1
17,2017.03,73075.8709314224,0,1,6,0,0,2,32,2
62,2014.03,73075.8709314224,0,1,6,0,1,2,18,1
7,2019.06,73075.8709314224,0,1,6,0,0,2,10,2
5,2014.12,73075.8709314224,0,1,6,0,0,2,17,2
35,2014.09,73075.8709314224,0,1,6,0,0,2,4,2
64,2019.03,73075.8709314224,0,1,6,0,1,2,35,1
74,2012.12,73075.8709314224,0,0,0,0,2,1,3,0
35,2017.12,73075.8709314224,0,1,6,0,0,2,4,2
22,2018.03,73075.8709314224,0,1,6,0,0,2,26,1
38,2020.06,73075.8709314224,0,1,6,0,0,2,31,1
50,2014.03,73075.8709314224,0,1,6,0,1,2,13,1
40,2011.06,73075.8709314224,0,1,6,0,1,2,21,1
38,2014.06,73075.8709314224,0,1,6,0,0,2,31,1
4,2020.03,73075.8709314224,0,1,6,0,0,2,17,1
50,2015.03,73075.8709314224,0,1,6,0,1,2,13,1
12,2015.03,73075.8709314224,0,1,6,0,0,2,27,1
23,2015.12,73075.8709314224,0,1,6,0,0,2,26,2
63,2012.12,73075.8709314224,0,1,6,0,1,2,18,2
7,2012.06,73075.8709314224,0,1,6,0,0,2,10,2
25,2014.09,73075.8709314224,0,1,6,0,0,2,24,2
45,2015.06,73075.8709314224,0,1,6,0,1,2,33,2
43,2018.09,73075.8709314224,0,1,6,0,1,2,5,2
37,2017.09,73075.8709314224,0,1,6,0,0,2,23,2
14,2017.09,73075.8709314224,0,1,6,0,0,2,0,1
25,2015.12,73075.8709314224,0,1,6,0,0,2,24,2
32,2016.12,73075.8709314224,0,1,6,0,0,2,14,1
15,2011.06,73075.8709314224,0,1,6,0,0,2,0,2
36,2015.12,73075.8709314224,0,1,6,0,0,2,23,1
74,2016.12,73075.8709314224,0,0,0,0,2,1,3,0
56,2020.09,73075.8709314224,0,1,6,0,1,2,34,1
17,2014.03,73075.8709314224,0,1,6,0,0,2,32,2
70,2014.09,73075.8709314224,0,1,6,0,1,2,28,1
21,2020.06,73075.8709314224,0,1,6,0,0,2,11,2
11,2015.12,73075.8709314224,0,1,6,0,0,2,36,2
40,2020.12,73075.8709314224,0,1,6,0,1,2,21,1
69,2012.09,73075.8709314224,0,1,6,0,1,2,22,2
71,2017.06,73075.8709314224,0,1,6,0,1,2,28,2
54,2019.03,73075.8709314224,0,1,6,0,1,2,16,1
69,2014.06,73075.8709314224,0,1,6,0,1,2,22,2
57,2019.12,73075.8709314224,0,1,6,0,1,2,34,2
39,2016.12,73075.8709314224,0,1,6,0,0,2,31,2
64,2019.06,73075.8709314224,0,1,6,0,1,2,35,1
31,2020.12,73075.8709314224,0,1,6,0,0,2,9,2
7,2016.09,73075.8709314224,0,1,6,0,0,2,10,2
15,2012.03,73075.8709314224,0,1,6,0,0,2,0,2
33,2011.09,73075.8709314224,0,1,6,0,0,2,14,2
42,2012.03,73075.8709314224,0,1,6,0,1,2,5,1
37,2020.09,73075.8709314224,0,1,6,0,0,2,23,2
54,2017.09,73075.8709314224,0,1,6,0,1,2,16,1
10,2020.03,73075.8709314224,0,1,6,0,0,2,36,1
13,2018.03,73075.8709314224,0,1,6,0,0,2,27,2
27,2011.09,73075.8709314224,0,1,6,0,0,2,1,2
62,2012.12,73075.8709314224,0,1,6,0,1,2,18,1
60,2019.09,73075.8709314224,0,1,6,0,1,2,20,1
34,2014.03,73075.8709314224,0,1,6,0,0,2,4,1
3,2015.03,73075.8709314224,0,1,6,0,0,2,19,2
44,2017.12,73075.8709314224,0,1,6,0,1,2,33,1
42,2012.06,73075.8709314224,0,1,6,0,1,2,5,1
49,2015.06,73075.8709314224,0,1,6,0,1,2,12,2
64,2016.09,73075.8709314224,0,1,6,0,1,2,35,1
46,2019.03,73075.8709314224,0,1,6,0,1,2,6,1
40,2012.03,73075.8709314224,0,1,6,0,1,2,21,1
14,2013.12,73075.8709314224,0,1,6,0,0,2,0,1
50,2018.03,73075.8709314224,0,1,6,0,1,2,13,1
50,2014.06,73075.8709314224,0,1,6,0,1,2,13,1
65,2011.09,73075.8709314224,0,1,6,0,1,2,35,2
14,2017.06,73075.8709314224,0,1,6,0,0,2,0,1
9,2011.09,73075.8709314224,0,1,6,0,0,2,8,2
2,2014.09,73075.8709314224,0,1,6,0,0,2,19,1
51,2012.03,73075.8709314224,0,1,6,0,1,2,13,2
61,2016.09,73075.8709314224,0,1,6,0,1,2,20,2
30,2011.06,73075.8709314224,0,1,6,0,0,2,9,1
64,2014.03,73075.8709314224,0,1,6,0,1,2,35,1
32,2020.09,73075.8709314224,0,1,6,0,0,2,14,1
44,2016.12,73075.8709314224,0,1,6,0,1,2,33,1
33,2016.12,73075.8709314224,0,1,6,0,0,2,14,2
17,2019.12,73075.8709314224,0,1,6,0,0,2,32,2
60,2020.03,73075.8709314224,0,1,6,0,1,2,20,1
8,2020.06,73075.8709314224,0,1,6,0,0,2,8,1
36,2013.06,73075.8709314224,0,1,6,0,0,2,23,1
56,2019.12,73075.8709314224,0,1,6,0,1,2,34,1
52,2017.09,73075.8709314224,0,1,6,0,1,2,29,1
29,2012.12,73075.8709314224,0,1,6,0,0,2,25,2
41,2015.06,73075.8709314224,0,1,6,0,1,2,21,2
50,2011.06,73075.8709314224,0,1,6,0,1,2,13,1
69,2011.06,73075.8709314224,0,1,6,0,1,2,22,2
68,2017.06,73075.8709314224,0,1,6,0,1,2,22,1
60,2016.03,73075.8709314224,0,1,6,0,1,2,20,1
11,2017.06,73075.8709314224,0,1,6,0,0,2,36,2
23,2015.06,73075.8709314224,0,1,6,0,0,2,26,2
30,2018.09,73075.8709314224,0,1,6,0,0,2,9,1
32,2017.12,73075.8709314224,0,1,6,0,0,2,14,1
43,2012.06,73075.8709314224,0,1,6,0,1,2,5,2
0,2020.09,73075.8709314224,0,1,6,0,0,2,2,1
24,2020.12,73075.8709314224,0,1,6,0,0,2,24,1
67,2014.12,73075.8709314224,0,1,6,0,1,2,7,2
25,2013.06,73075.8709314224,0,1,6,0,0,2,24,2
41,2017.06,73075.8709314224,0,1,6,0,1,2,21,2
64,2018.12,73075.8709314224,0,1,6,0,1,2,35,1
47,2019.12,73075.8709314224,0,1,6,0,1,2,6,2
1,2011.06,73075.8709314224,0,1,6,0,0,2,2,2
56,2011.12,73075.8709314224,0,1,6,0,1,2,34,1
4,2014.09,73075.8709314224,0,1,6,0,0,2,17,1
18,2020.03,73075.8709314224,0,1,6,0,0,2,15,1
69,2020.09,73075.8709314224,0,1,6,0,1,2,22,2
71,2015.06,73075.8709314224,0,1,6,0,1,2,28,2
43,2019.06,73075.8709314224,0,1,6,0,1,2,5,2
16,2013.12,73075.8709314224,0,1,6,0,0,2,32,1
44,2014.12,73075.8709314224,0,1,6,0,1,2,33,1
33,2012.03,73075.8709314224,0,1,6,0,0,2,14,2
14,2019.09,73075.8709314224,0,1,6,0,0,2,0,1
67,2012.12,73075.8709314224,0,1,6,0,1,2,7,2
67,2018.09,73075.8709314224,0,1,6,0,1,2,7,2
22,2019.12,73075.8709314224,0,1,6,0,0,2,26,1
51,2011.12,73075.8709314224,0,1,6,0,1,2,13,2
20,2011.06,73075.8709314224,0,1,6,0,0,2,11,1
4,2012.03,73075.8709314224,0,1,6,0,0,2,17,1
35,2019.09,73075.8709314224,0,1,6,0,0,2,4,2
52,2018.12,73075.8709314224,0,1,6,0,1,2,29,1
63,2015.09,73075.8709314224,0,1,6,0,1,2,18,2
1,2016.12,73075.8709314224,0,1,6,0,0,2,2,2
21,2018.12,73075.8709314224,0,1,6,0,0,2,11,2
56,2016.03,73075.8709314224,0,1,6,0,1,2,34,1
70,2013.09,73075.8709314224,0,1,6,0,1,2,28,1
26,2018.09,73075.8709314224,0,1,6,0,0,2,1,1
60,2017.09,73075.8709314224,0,1,6,0,1,2,20,1
44,2018.06,73075.8709314224,0,1,6,0,1,2,33,1
37,2016.03,73075.8709314224,0,1,6,0,0,2,23,2
27,2015.09,73075.8709314224,0,1,6,0,0,2,1,2
1,2014.12,73075.8709314224,0,1,6,0,0,2,2,2
51,2014.12,73075.8709314224,0,1,6,0,1,2,13,2
12,2020.09,73075.8709314224,0,1,6,0,0,2,27,1
19,2014.03,73075.8709314224,0,1,6,0,0,2,15,2
61,2016.06,73075.8709314224,0,1,6,0,1,2,20,2
57,2012.09,73075.8709314224,0,1,6,0,1,2,34,2
46,2012.03,73075.8709314224,0,1,6,0,1,2,6,1
35,2013.06,73075.8709314224,0,1,6,0,0,2,4,2
74,2017.12,73075.8709314224,0,0,0,0,2,1,3,0
55,2012.06,73075.8709314224,0,1,6,0,1,2,16,2
32,2015.12,73075.8709314224,0,1,6,0,0,2,14,1
59,2019.12,73075.8709314224,0,1,6,0,1,2,30,2
39,2015.09,73075.8709314224,0,1,6,0,0,2,31,2
19,2018.12,73075.8709314224,0,1,6,0,0,2,15,2
68,2012.12,73075.8709314224,0,1,6,0,1,2,22,1
40,2015.12,73075.8709314224,0,1,6,0,1,2,21,1
65,2013.03,73075.8709314224,0,1,6,0,1,2,35,2
27,2019.06,73075.8709314224,0,1,6,0,0,2,1,2
41,2020.12,73075.8709314224,0,1,6,0,1,2,21,2
50,2018.09,73075.8709314224,0,1,6,0,1,2,13,1
33,2020.12,73075.8709314224,0,1,6,0,0,2,14,2
50,2020.12,73075.8709314224,0,1,6,0,1,2,13,1
71,2018.12,73075.8709314224,0,1,6,0,1,2,28,2
56,2018.03,73075.8709314224,0,1,6,0,1,2,34,1
38,2018.09,73075.8709314224,0,1,6,0,0,2,31,1
38,2018.12,73075.8709314224,0,1,6,0,0,2,31,1
59,2016.03,73075.8709314224,0,1,6,0,1,2,30,2
29,2019.06,73075.8709314224,0,1,6,0,0,2,25,2
24,2018.03,73075.8709314224,0,1,6,0,0,2,24,1
70,2016.03,73075.8709314224,0,1,6,0,1,2,28,1
66,2011.06,73075.8709314224,0,1,6,0,1,2,7,1
10,2013.06,73075.8709314224,0,1,6,0,0,2,36,1
14,2020.12,73075.8709314224,0,1,6,0,0,2,0,1
24,2014.06,73075.8709314224,0,1,6,0,0,2,24,1
18,2011.12,73075.8709314224,0,1,6,0,0,2,15,1
11,2011.12,73075.8709314224,0,1,6,0,0,2,36,2
7,2016.03,73075.8709314224,0,1,6,0,0,2,10,2
3,2018.06,73075.8709314224,0,1,6,0,0,2,19,2
47,2019.03,73075.8709314224,0,1,6,0,1,2,6,2
50,2016.06,73075.8709314224,0,1,6,0,1,2,13,1
29,2019.12,73075.8709314224,0,1,6,0,0,2,25,2
0,2011.12,73075.8709314224,0,1,6,0,0,2,2,1
14,2018.12,73075.8709314224,0,1,6,0,0,2,0,1
55,2018.09,73075.8709314224,0,1,6,0,1,2,16,2
8,2018.03,73075.8709314224,0,1,6,0,0,2,8,1
41,2011.09,73075.8709314224,0,1,6,0,1,2,21,2
47,2018.03,73075.8709314224,0,1,6,0,1,2,6,2
23,2018.06,73075.8709314224,0,1,6,0,0,2,26,2
6,2019.03,73075.8709314224,0,1,6,0,0,2,10,1
9,2017.09,73075.8709314224,0,1,6,0,0,2,8,2
69,2013.12,73075.8709314224,0,1,6,0,1,2,22,2
6,2020.09,73075.8709314224,0,1,6,0,0,2,10,1
17,2019.09,73075.8709314224,0,1,6,0,0,2,32,2
74,2012.06,73075.8709314224,0,0,0,0,2,1,3,0
6,2013.12,73075.8709314224,0,1,6,0,0,2,10,1
69,2012.03,73075.8709314224,0,1,6,0,1,2,22,2
12,2013.06,73075.8709314224,0,1,6,0,0,2,27,1
41,2016.09,73075.8709314224,0,1,6,0,1,2,21,2
61,2014.09,73075.8709314224,0,1,6,0,1,2,20,2
62,2016.09,73075.8709314224,0,1,6,0,1,2,18,1
38,2017.12,73075.8709314224,0,1,6,0,0,2,31,1
71,2018.06,73075.8709314224,0,1,6,0,1,2,28,2
67,2012.03,73075.8709314224,0,1,6,0,1,2,7,2
50,2011.12,73075.8709314224,0,1,6,0,1,2,13,1
6,2015.06,73075.8709314224,0,1,6,0,0,2,10,1
10,2017.03,73075.8709314224,0,1,6,0,0,2,36,1
13,2020.12,73075.8709314224,0,1,6,0,0,2,27,2
30,2017.03,73075.8709314224,0,1,6,0,0,2,9,1
18,2020.06,73075.8709314224,0,1,6,0,0,2,15,1
7,2020.09,73075.8709314224,0,1,6,0,0,2,10,2
22,2020.03,73075.8709314224,0,1,6,0,0,2,26,1
29,2011.06,73075.8709314224,0,1,6,0,0,2,25,2
70,2017.06,73075.8709314224,0,1,6,0,1,2,28,1
0,2015.03,73075.8709314224,0,1,6,0,0,2,2,1
64,2014.09,73075.8709314224,0,1,6,0,1,2,35,1
18,2016.03,73075.8709314224,0,1,6,0,0,2,15,1
36,2015.06,73075.8709314224,0,1,6,0,0,2,23,1
63,2020.09,73075.8709314224,0,1,6,0,1,2,18,2
25,2012.12,73075.8709314224,0,1,6,0,0,2,24,2
60,2016.06,73075.8709314224,0,1,6,0,1,2,20,1
61,2015.12,73075.8709314224,0,1,6,0,1,2,20,2
58,2019.03,73075.8709314224,0,1,6,0,1,2,30,1
9,2014.06,73075.8709314224,0,1,6,0,0,2,8,2
46,2012.06,73075.8709314224,0,1,6,0,1,2,6,1
4,2017.12,73075.8709314224,0,1,6,0,0,2,17,1
25,2013.12,73075.8709314224,0,1,6,0,0,2,24,2
45,2020.12,73075.8709314224,0,1,6,0,1,2,33,2
30,2017.06,73075.8709314224,0,1,6,0,0,2,9,1
67,2020.09,73075.8709314224,0,1,6,0,1,2,7,2
38,2017.09,73075.8709314224,0,1,6,0,0,2,31,1
28,2018.09,73075.8709314224,0,1,6,0,0,2,25,1
4,2019.03,73075.8709314224,0,1,6,0,0,2,17,1
15,2019.12,73075.8709314224,0,1,6,0,0,2,0,2
37,2014.09,73075.8709314224,0,1,6,0,0,2,23,2
30,2012.09,73075.8709314224,0,1,6,0,0,2,9,1
48,2012.06,73075.8709314224,0,1,6,0,1,2,12,1
53,2014.09,73075.8709314224,0,1,6,0,1,2,29,2
15,2018.09,73075.8709314224,0,1,6,0,0,2,0,2
49,2017.09,73075.8709314224,0,1,6,0,1,2,12,2
25,2016.03,73075.8709314224,0,1,6,0,0,2,24,2
23,2020.09,73075.8709314224,0,1,6,0,0,2,26,2
9,2016.06,73075.8709314224,0,1,6,0,0,2,8,2
52,2019.06,73075.8709314224,0,1,6,0,1,2,29,1
52,2016.12,73075.8709314224,0,1,6,0,1,2,29,1
15,2013.06,73075.8709314224,0,1,6,0,0,2,0,2
